#field_value,log_field_value,mass,RA,DEC,Z
6.1918,1.8232,1,179.66,25.451,0
81.174,4.3966,1,176.32,19.392,0
397.88,5.9861,1,195.25,27.9,0
1721,7.4506,1,194.8,27.977,0
1636.8,7.4005,1,195.04,27.959,0
913.46,6.8172,1,195.23,27.784,0
1049.2,6.9558,1,195.18,27.963,0
11.947,2.4805,1,203.79,17.702,0
69.769,4.2452,1,203.48,17.713,0
9.9383,2.2964,1,172.44,22.122,0
23.863,3.1723,1,172.24,22.091,0
592.13,6.3837,1,167.43,21.735,0
70.915,4.2615,1,167.33,21.648,0
4.5548,1.5162,1,186.4,32.183,0
3.8206,1.3404,1,196.1,36.48,0
72.794,4.2876,1,196.24,36.44,0
7.6557,2.0354,1,196.27,36.401,0
12.375,2.5157,1,199.07,35.762,0
1.927,0.65596,1,199.19,35.747,0
15.164,2.7189,1,201.21,16.145,0
152.99,5.0304,1,202.51,31.012,0
21.739,3.0791,1,179.72,20.962,0
12.317,2.511,1,180.4,20.781,0
65.412,4.1807,1,180.64,20.815,0
20.404,3.0157,1,180.94,20.908,0
66.8,4.2017,1,180.76,20.894,0
52.579,3.9623,1,180.78,20.805,0
203.65,5.3164,1,180.7,20.815,0
23.179,3.1432,1,181.03,20.846,0
12.54,2.5289,1,201.76,30.977,0
76.986,4.3436,1,181.63,20.851,0
9.83,2.2854,1,181.71,20.819,0
0.71454,-0.33611,1,169.51,37.025,0
9.9969,2.3023,1,183.42,20.881,0
21.476,3.0669,1,167.65,37.203,0
60.481,4.1023,1,184.95,20.841,0
27.046,3.2975,1,166.44,37.618,0
3.1288,1.1406,1,191.57,20.783,0
0.65036,-0.43023,1,168.12,37.881,0
7.6389,2.0333,1,177.31,36.762,0
34.87,3.5516,1,177.35,36.69,0
84.767,4.4399,1,180.83,20.936,0
6.6495,1.8945,1,177.95,36.737,0
22.747,3.1244,1,178.06,36.72,0
9.2586,2.2256,1,200.74,22.127,0
0.70312,-0.35222,1,172.94,37.465,0
2.2911,0.82904,1,202.12,21.83,0
9.3739,2.2379,1,201.7,30.976,0
12.464,2.5228,1,166.65,37.005,0
6.9817,1.9433,1,166.08,36.542,0
10.017,2.3043,1,165.71,36.783,0
16.566,2.8074,1,169.51,29.357,0
339.36,5.8271,1,169.47,29.304,0
2.8828,1.0588,1,176.82,26.834,0
2.3689,0.86242,1,180.02,30.315,0
6.1808,1.8214,1,165.47,23.582,0
16.029,2.7744,1,165.47,23.612,0
17.32,2.8519,1,167.73,24,0
11.386,2.4324,1,178.42,24.413,0
7.7139,2.043,1,178.26,24.83,0
2.7857,1.0245,1,177.82,24.329,0
9.1448,2.2132,1,178.8,24.79,0
11.347,2.429,1,197.99,22.247,0
77.861,4.3549,1,200.57,22.065,0
2.2347,0.80409,1,174.67,24.585,0
10.339,2.336,1,192.57,16.663,0
44.157,3.7878,1,165.79,23.727,0
50.435,3.9207,1,200.51,22.015,0
16.632,2.8113,1,166.76,29.107,0
7.6396,2.0333,1,167.27,29.132,0
31.317,3.4442,1,167.36,29.059,0
6.5603,1.881,1,169.73,26.144,0
5.0003,1.6095,1,168.54,27.239,0
29.833,3.3956,1,168.7,27.236,0
5.6323,1.7285,1,168.83,27.401,0
7.5423,2.0205,1,169.53,27.341,0
52.056,3.9523,1,169.06,29.385,0
19.302,2.9602,1,169.04,29.442,0
45.659,3.8212,1,169.32,29.336,0
56.27,4.0302,1,169.22,29.431,0
8.854,2.1809,1,170.31,26.252,0
8.7007,2.1634,1,170.46,27.54,0
7.2757,1.9845,1,170.63,27.582,0
3.1449,1.1458,1,170.77,29.458,0
9.1336,2.212,1,172.94,26.476,0
4.0635,1.402,1,171.66,26.361,0
7.6355,2.0328,1,174.48,26.523,0
25.134,3.2242,1,173.33,26.557,0
1.7606,0.56567,1,175.05,30.029,0
33.852,3.522,1,176.32,26.767,0
18.349,2.9096,1,176.14,26.708,0
11.402,2.4338,1,175.79,26.575,0
2.9461,1.0805,1,175.06,26.648,0
54.094,3.9907,1,174.9,26.56,0
8.6665,2.1595,1,179.69,26.901,0
2.4488,0.89562,1,177.85,26.784,0
6.3127,1.8426,1,179.88,30.156,0
2.5548,0.93796,1,179.14,30.283,0
2.39,0.87127,1,180.24,26.955,0
1.7592,0.56486,1,183.03,30.295,0
7.5321,2.0192,1,185.59,29.581,0
23.297,3.1483,1,165.14,37.891,0
5.5331,1.7108,1,165.31,37.274,0
1.9329,0.65904,1,179.43,13.397,0
4.9631,1.602,1,204.37,30.616,0
1.5341,0.42796,1,202.43,37.446,0
0.9522,-0.048985,1,179.85,36.839,0
3.4686,1.2437,1,180.89,36.933,0
2.2703,0.8199,1,165.94,23.652,0
96.962,4.5743,1,181.51,36.864,0
16.647,2.8122,1,181.4,36.856,0
22.919,3.132,1,166.98,23.785,0
2.783,1.0235,1,166.76,23.769,0
5.778,1.7541,1,167.48,24.26,0
1.7847,0.57927,1,203.3,15.14,0
1.3977,0.33484,1,167.46,24.262,0
0.96204,-0.038694,1,167.37,15.471,0
223.1,5.4076,1,181.54,36.874,0
15.506,2.7412,1,170.11,24.496,0
33.651,3.516,1,170.19,24.518,0
21.881,3.0856,1,170.46,24.608,0
6.712,1.9039,1,181.59,37.014,0
12.518,2.5272,1,170.16,24.19,0
3.1167,1.1368,1,171.66,24.299,0
37.388,3.6213,1,171.26,24.253,0
120.81,4.7943,1,170.91,24.158,0
72.835,4.2882,1,170.8,24.27,0
252.65,5.532,1,170.63,24.279,0
1315.5,7.182,1,170.63,24.3,0
170.39,5.1381,1,170.74,24.286,0
123.67,4.8176,1,170.66,24.155,0
70.397,4.2542,1,170.59,24.184,0
53.889,3.9869,1,169.46,36.215,0
20.989,3.044,1,175.84,18.547,0
37.85,3.6336,1,176.44,19.164,0
13.156,2.5768,1,175.55,18.686,0
18.321,2.908,1,175.91,19.09,0
3.6367,1.2911,1,204.7,18.958,0
8.0734,2.0886,1,175.56,19.07,0
6.3717,1.8519,1,177.59,18.551,0
8.7044,2.1638,1,201.75,26.146,0
6.6188,1.8899,1,177.47,18.561,0
14.492,2.6736,1,166.84,18.435,0
124.23,4.8222,1,192.27,30.924,0
33.914,3.5238,1,204.8,26.48,0
21.603,3.0728,1,170.41,18.485,0
91.417,4.5154,1,170.4,18.456,0
2.5494,0.93586,1,169.95,18.433,0
1.4098,0.34347,1,169.05,18.44,0
3.4965,1.2518,1,168.76,19.986,0
3.6405,1.2921,1,169.18,19.995,0
4.2998,1.4586,1,172.24,20.242,0
29.825,3.3953,1,176.02,20.526,0
57.483,4.0515,1,175.71,20.442,0
27.205,3.3034,1,176.79,20.602,0
16.976,2.8318,1,177.58,20.48,0
110,4.7005,1,178.18,20.594,0
1041.2,6.9481,1,178.18,20.631,0
570.42,6.3464,1,178.2,20.619,0
131.36,4.8779,1,178.27,20.583,0
123.46,4.8159,1,178.48,20.552,0
10.215,2.3238,1,178.68,20.536,0
298.57,5.699,1,178.5,20.573,0
35.464,3.5685,1,179.06,20.735,0
4.4457,1.4919,1,179.19,20.694,0
48.47,3.881,1,179.18,20.714,0
5.8116,1.7598,1,179.91,20.759,0
129.59,4.8643,1,180.54,20.578,0
40.227,3.6945,1,180.49,20.625,0
97.649,4.5814,1,180.72,20.726,0
27.081,3.2988,1,180.82,20.637,0
28.947,3.3655,1,181.11,20.592,0
101.01,4.6153,1,181.39,20.638,0
778.98,6.658,1,181.52,20.606,0
267,5.5873,1,181.58,20.612,0
78.176,4.359,1,181.66,20.645,0
82.887,4.4175,1,181.76,20.659,0
198.54,5.291,1,181.48,20.651,0
105.56,4.6592,1,181.54,20.693,0
1684.4,7.4291,1,195.01,33.436,0
2.1969,0.78707,1,198.98,36.121,0
106.77,4.6706,1,176.02,33.543,0
5.5754,1.7184,1,180.55,26.3,0
11.69,2.4587,1,176.01,27.095,0
10.228,2.3251,1,178.74,26.2,0
53.966,3.9884,1,176.5,20.439,0
145.89,4.9828,1,178.21,20.67,0
16.568,2.8074,1,183.1,28.82,0
12.17,2.499,1,184,27.442,0
7.169,1.9698,1,184.77,27.297,0
10.245,2.3268,1,179.97,26.301,0
75.608,4.3256,1,194.33,26.938,0
1.7588,0.56461,1,173.15,14.192,0
5.8483,1.7661,1,179.06,17.03,0
2.5849,0.94968,1,178.78,14.467,0
20.46,3.0185,1,182.98,16.232,0
23.63,3.1625,1,184.63,16.249,0
17.336,2.8528,1,186.2,16.199,0
137.68,4.9249,1,194.12,26.987,0
0.76545,-0.26728,1,190.05,15.704,0
6.6536,1.8952,1,192.5,13.541,0
3.1113,1.135,1,192.51,15.639,0
294.86,5.6865,1,183.4,16.116,0
2.528,0.92741,1,194.38,13.471,0
1.7202,0.54244,1,194.57,15.457,0
3.1828,1.1578,1,195.68,15.507,0
28.684,3.3563,1,182.2,17.171,0
53.328,3.9765,1,204.96,28.041,0
53.52,3.9801,1,184.18,18.378,0
3.2769,1.1869,1,179.09,17.079,0
28.867,3.3627,1,198.86,15.423,0
4.5744,1.5205,1,200.4,15.322,0
19.173,2.9535,1,200.19,15.259,0
183.78,5.2137,1,184.48,18.399,0
3120.6,8.0458,1,202.51,13.416,0
2.0683,0.72672,1,200.2,13.635,0
1.9313,0.6582,1,201.9,15.189,0
3.6666,1.2993,1,202.21,15.095,0
4.0307,1.3939,1,184.5,18.496,0
5.4671,1.6987,1,190.05,18.062,0
5.9475,1.783,1,190.46,17.856,0
1.183,0.16802,1,190.91,17.933,0
3.55,1.2669,1,192.46,17.867,0
1.2242,0.20231,1,196.5,17.777,0
4.2348,1.4433,1,196.69,17.672,0
1.6401,0.49478,1,198.09,17.551,0
0.88129,-0.12636,1,199.64,17.503,0
14.46,2.6714,1,195.33,26.887,0
8.6244,2.1546,1,181.69,24.607,0
54.816,4.004,1,195.34,26.797,0
2.4549,0.8981,1,198.23,26.535,0
70.834,4.2603,1,179.54,25.163,0
149.97,5.0104,1,179.49,25.144,0
287.46,5.6611,1,179.54,25.122,0
59.025,4.078,1,179.67,25.316,0
37.6,3.627,1,171.19,24.119,0
71.76,4.2733,1,171.02,24.097,0
24.15,3.1843,1,181.67,25.238,0
164.69,5.1041,1,181.82,25.264,0
12.072,2.4909,1,182.73,25.253,0
7.51,2.0162,1,185.23,24.669,0
2.9216,1.0721,1,173.15,14.189,0
19.266,2.9583,1,185.33,24.713,0
23.067,3.1384,1,184.59,24.585,0
9.1696,2.2159,1,184.54,24.688,0
116.2,4.7553,1,171.21,23.945,0
10.496,2.351,1,184.81,24.683,0
4.1969,1.4344,1,185.3,25.314,0
43.901,3.7819,1,171.05,23.934,0
2.1769,0.77789,1,188.81,24.549,0
4.2586,1.449,1,188.58,24.6,0
1.7653,0.5683,1,188.08,24.728,0
4.7444,1.557,1,187.63,25.31,0
15.806,2.7604,1,189.84,25.255,0
6.0848,1.8058,1,190.97,25.291,0
5.8259,1.7623,1,203.84,28.094,0
7.9067,2.0677,1,203.7,28.21,0
2.0125,0.69939,1,192.01,24.505,0
46.268,3.8344,1,196.7,28.849,0
29.493,3.3841,1,196.67,28.93,0
295.93,5.6901,1,196.67,28.907,0
83.151,4.4207,1,196.04,29.015,0
15.324,2.7294,1,195.89,29.06,0
2.6051,0.95748,1,194.19,24.997,0
5.3429,1.6758,1,204.62,30.987,0
5.8083,1.7593,1,196.93,24.811,0
94.272,4.5462,1,170.95,24.102,0
3.582,1.2759,1,173.45,24.317,0
5.6229,1.7268,1,196.74,24.765,0
2.4494,0.89584,1,204.76,32.157,0
4.5579,1.5169,1,203.34,32.451,0
8.5744,2.1488,1,202.98,32.536,0
9.0138,2.1988,1,172.64,24.219,0
15.82,2.7613,1,181.84,17.262,0
12.849,2.5533,1,167.16,16.739,0
3.7854,1.3311,1,165.3,16.724,0
3.8768,1.355,1,167.86,26.944,0
9.6922,2.2713,1,169.41,27.09,0
13.265,2.5851,1,169.78,27.132,0
3.3216,1.2004,1,170.13,27.285,0
3.5073,1.2548,1,170.21,27.188,0
27.396,3.3104,1,170.6,27.312,0
32.904,3.4936,1,166.88,16.755,0
3.9035,1.3619,1,166.71,16.671,0
7.7885,2.0526,1,172.36,24.165,0
11.483,2.4409,1,170.88,27.262,0
8.982,2.1952,1,170.74,27.214,0
2.6597,0.97821,1,173.21,27.452,0
2.9146,1.0697,1,175.3,27.665,0
7.6778,2.0383,1,176.34,27.852,0
5.4464,1.6949,1,176.31,27.845,0
19.17,2.9534,1,176.44,27.782,0
14.241,2.6561,1,176.46,27.806,0
17.001,2.8332,1,177.7,27.864,0
13.83,2.6268,1,181.06,27.957,0
89.518,4.4944,1,193.03,27.024,0
24.441,3.1963,1,171.4,24.027,0
7.5623,2.0232,1,184.16,28.048,0
7.1239,1.9635,1,184.28,27.193,0
86.616,4.4615,1,185.04,28.124,0
6.7824,1.9143,1,185.02,27.975,0
8.6784,2.1608,1,184.6,28.099,0
31.506,3.4502,1,185.3,28.078,0
5.1312,1.6353,1,187.45,27.243,0
9.2514,2.2248,1,189.87,27.102,0
18.537,2.9198,1,189.36,27.202,0
2.1356,0.75874,1,194.8,25.004,0
202.14,5.309,1,179.34,25.195,0
40.075,3.6908,1,170.6,27.313,0
35.355,3.5654,1,197.02,29,0
19.089,2.9491,1,183.51,16.568,0
6.7289,1.9064,1,183.54,16.55,0
36.465,3.5964,1,183.74,23.869,0
13.617,2.6113,1,185.75,16.535,0
4.3404,1.468,1,186.78,16.591,0
15.931,2.7683,1,186.82,16.499,0
5.4082,1.6879,1,186.44,16.635,0
3.8536,1.349,1,189.9,16.588,0
8.1,2.0919,1,171.55,28.366,0
11.872,2.4742,1,171.57,28.367,0
3.0293,1.1083,1,174.62,28.587,0
1.1007,0.095975,1,189.18,16.599,0
1.9846,0.6854,1,189.91,16.585,0
8.0153,2.0814,1,192.6,16.412,0
2.5667,0.94263,1,174.82,28.663,0
6.0268,1.7962,1,198.8,16.098,0
12.792,2.5488,1,198.76,16.085,0
7.4796,2.0122,1,191.72,26.709,0
2.0709,0.72798,1,189.35,23.864,0
25.666,3.2452,1,190.48,26.971,0
3.2692,1.1845,1,194.69,24.234,0
44.779,3.8017,1,185.19,24.913,0
24.478,3.1978,1,168.28,28.049,0
7.8996,2.0668,1,179.26,23.7,0
14.441,2.6701,1,178.8,23.79,0
13.1,2.5726,1,178.42,23.639,0
3.6287,1.2889,1,178.13,19.761,0
23.54,3.1587,1,183.07,23.779,0
12.707,2.5422,1,184.89,24.905,0
2.6892,0.98924,1,168.53,34.309,0
4.1505,1.4232,1,173.08,34.953,0
8.9586,2.1926,1,182.8,24.936,0
10.852,2.3844,1,182.42,24.781,0
6.3778,1.8528,1,203.31,17.124,0
11.753,2.4641,1,190.97,26.863,0
58.563,4.0701,1,190.28,26.822,0
32.431,3.4791,1,203.25,17.164,0
17.298,2.8506,1,192.76,28.928,0
24.772,3.2097,1,192.79,28.788,0
6.5101,1.8733,1,192.86,28.72,0
1.6025,0.47157,1,197.17,24.077,0
21.146,3.0514,1,204.89,23.124,0
5.0678,1.6229,1,182.01,19.79,0
85.115,4.444,1,193.77,26.724,0
73.492,4.2972,1,193.6,26.799,0
20.669,3.0286,1,182.95,19.842,0
9.5995,2.2617,1,182.91,19.845,0
14.215,2.6543,1,182.9,19.896,0
14.067,2.6438,1,181.96,19.768,0
76.719,4.3402,1,181.22,19.886,0
6.2938,1.8396,1,183.33,19.937,0
1.9543,0.67001,1,198.49,13.808,0
7.0454,1.9524,1,165.45,24.197,0
4.0976,1.4104,1,166.59,17.098,0
3.8028,1.3357,1,165.89,21.049,0
6.8843,1.9292,1,180.71,18.016,0
5.4955,1.7039,1,182.49,19.919,0
3.3179,1.1993,1,180.25,23.725,0
153.26,5.0322,1,180.63,23.839,0
4.4812,1.4999,1,182.51,23.854,0
2.5066,0.91893,1,176.01,28.8,0
120.26,4.7896,1,174.47,21.936,0
94.725,4.551,1,186.66,29.631,0
15.186,2.7204,1,192.14,28.849,0
8.1047,2.0924,1,182.56,23.888,0
45.25,3.8122,1,182.59,23.812,0
5.087,1.6267,1,173.84,23.517,0
291.65,5.6755,1,176.46,19.748,0
222.1,5.4031,1,176.53,19.79,0
67.854,4.2174,1,176.61,19.72,0
195.49,5.2755,1,176.52,19.662,0
39.348,3.6724,1,174.34,21.873,0
13.527,2.6047,1,173.98,21.758,0
27.772,3.324,1,173.95,21.739,0
3.8579,1.3501,1,176.43,17.748,0
3.3887,1.2205,1,176.71,17.814,0
7.0372,1.9512,1,177.12,19.76,0
5.5807,1.7193,1,175.63,21.825,0
8.4878,2.1386,1,178.18,23.704,0
3.4629,1.2421,1,178.08,35.407,0
33.51,3.5118,1,178.11,35.371,0
122.96,4.8119,1,178.08,35.375,0
1.7003,0.53079,1,177.58,35.254,0
19.652,2.9782,1,170.24,34.557,0
47.886,3.8688,1,171.03,34.664,0
8.1293,2.0955,1,179.62,24.769,0
7.3075,1.9889,1,171.29,34.778,0
89.497,4.4942,1,171.06,34.705,0
2.9377,1.0776,1,169.8,34.661,0
5.9528,1.7839,1,170,34.633,0
99.106,4.5962,1,171.04,34.711,0
27.112,3.3,1,178.12,35.373,0
21.136,3.051,1,180.78,17.941,0
4.5958,1.5251,1,181.35,17.92,0
514.09,6.2424,1,181.35,17.89,0
6.778,1.9137,1,197.65,17.545,0
2.6896,0.98938,1,186.83,24.959,0
2.1126,0.7479,1,186.97,24.942,0
1.9306,0.65785,1,185.68,24.82,0
2.5832,0.94902,1,197.77,23.98,0
15.452,2.7377,1,195.2,14.483,0
16.713,2.8162,1,183.9,28.991,0
1.7243,0.54481,1,165.68,34,0
2.9052,1.0665,1,168.91,34.433,0
20.579,3.0243,1,185.42,24.824,0
3.4005,1.2239,1,185.52,23.885,0
20.112,3.0013,1,185.19,24.916,0
1.7227,0.5439,1,176.62,16.437,0
938.96,6.8448,1,189.91,16.589,0
538.06,6.288,1,176.52,19.787,0
8.6177,2.1538,1,199.52,31.096,0
12.342,2.513,1,199.77,31.148,0
30.102,3.4046,1,199.07,31.176,0
43.964,3.7834,1,199.38,31.096,0
92.571,4.528,1,199.34,31.059,0
15.116,2.7157,1,169.56,33.18,0
37.471,3.6236,1,203.82,32.953,0
35.956,3.5823,1,203.92,32.916,0
14.082,2.6449,1,204.57,32.791,0
64.659,4.1691,1,193.85,27.28,0
407.83,6.0108,1,194.14,27.228,0
62.433,4.1341,1,194.02,27.286,0
71.098,4.2641,1,193.44,27.386,0
89.654,4.496,1,195.13,27.3,0
46.554,3.8406,1,195.29,27.246,0
1044.1,6.9509,1,195.1,27.287,0
3.8525,1.3487,1,198.72,27.008,0
1.5993,0.46959,1,199.91,26.788,0
9.8395,2.2864,1,201.09,26.782,0
25.265,3.2294,1,201.72,26.591,0
16.085,2.7779,1,203.77,26.299,0
69.662,4.2437,1,178.1,20.326,0
135.73,4.9107,1,178.24,20.443,0
157.36,5.0585,1,178.3,20.443,0
9.0935,2.2076,1,180.28,20.405,0
133.12,4.8912,1,180.92,20.396,0
69.734,4.2447,1,180.65,20.383,0
45.82,3.8247,1,180.65,20.545,0
5.788,1.7558,1,178.2,29.34,0
1028.8,6.9362,1,180.95,20.416,0
360.19,5.8866,1,181.05,20.407,0
889.79,6.791,1,180.97,20.395,0
334.34,5.8122,1,180.98,20.43,0
635.07,6.4537,1,181.41,20.556,0
55.294,4.0127,1,181.36,20.541,0
1245.5,7.1273,1,181.45,20.474,0
4.9515,1.5997,1,194.26,31.626,0
400.17,5.9919,1,180.13,31.948,0
20.466,3.0187,1,169.62,33.292,0
15.475,2.7392,1,203.06,13.892,0
3.7547,1.323,1,204.72,14.744,0
2.3064,0.83568,1,165.74,32.695,0
97.373,4.5785,1,193.73,27.413,0
9.5046,2.2518,1,202.06,26.457,0
37.287,3.6187,1,177.97,20.456,0
63.754,4.155,1,178.24,20.479,0
31.544,3.4514,1,178.46,20.452,0
88.434,4.4823,1,178.37,20.486,0
24.04,3.1797,1,178.38,20.34,0
14.406,2.6676,1,201.19,26.738,0
8.6108,2.153,1,201.71,26.591,0
7.0421,1.9519,1,202.69,26.522,0
57.506,4.0519,1,175.77,33.833,0
8.8507,2.1805,1,186.67,31.936,0
3.0427,1.1128,1,168.87,13.609,0
62.834,4.1405,1,178.1,20.325,0
28.269,3.3418,1,188.85,29.493,0
12.351,2.5137,1,198.82,13.079,0
20.038,2.9976,1,202.13,12.844,0
9.3081,2.2309,1,204.81,24.893,0
27.146,3.3012,1,165.91,19.329,0
13.741,2.6204,1,167.16,21.038,0
47.964,3.8704,1,167.65,22.191,0
11.947,2.4805,1,167.94,22.143,0
116.97,4.7619,1,167.9,22.184,0
31.72,3.457,1,167.51,21.982,0
9.3073,2.2308,1,168.77,22.191,0
9.4036,2.2411,1,169.34,22.338,0
89.49,4.4941,1,171.7,22.558,0
17.057,2.8366,1,171.75,22.458,0
11.585,2.4497,1,171.97,21.409,0
7.446,2.0077,1,171.28,22.51,0
14.495,2.6738,1,174.57,21.621,0
16.955,2.8306,1,172.37,22.565,0
34.718,3.5473,1,174.65,21.696,0
16.864,2.8252,1,174.94,22.685,0
28.943,3.3653,1,177.78,21.767,0
34.036,3.5274,1,177.52,21.783,0
39.521,3.6768,1,177.81,21.778,0
33.22,3.5032,1,177.61,21.765,0
1588,7.3702,1,177.55,21.795,0
3.1688,1.1533,1,181.29,22.008,0
4.0325,1.3944,1,167.13,22.054,0
23.292,3.1481,1,167.82,22.155,0
106.66,4.6696,1,167.61,22.11,0
50.649,3.9249,1,174.46,21.626,0
11.678,2.4577,1,174.17,22.616,0
73.859,4.3022,1,177.57,21.814,0
19.152,2.9524,1,176.88,21.821,0
17.899,2.8848,1,176.88,21.685,0
7.8354,2.0587,1,192.47,13.274,0
7.2143,1.9761,1,201.67,12.848,0
10.769,2.3766,1,202.51,12.935,0
1.587,0.46183,1,204.83,12.724,0
6.4239,1.86,1,203.81,25.045,0
37.133,3.6145,1,167.7,22.059,0
16.128,2.7806,1,172.32,22.514,0
13.514,2.6038,1,173.48,22.539,0
65.099,4.1759,1,173.77,22.54,0
56.706,4.0379,1,174.42,21.562,0
15.846,2.7629,1,174.19,21.71,0
36.507,3.5975,1,179.56,21.9,0
38.661,3.6548,1,179.58,21.86,0
10.44,2.3457,1,179.38,21.863,0
7.6981,2.041,1,177.02,21.829,0
38.687,3.6555,1,182.13,21.927,0
118.38,4.7739,1,182.24,21.889,0
5.9774,1.788,1,203.69,25.038,0
2.337,0.84885,1,197.71,13.18,0
32.92,3.4941,1,198.84,13.091,0
60.208,4.0978,1,198.82,13.102,0
2.6303,0.96711,1,200.87,12.919,0
6.6076,1.8882,1,203.03,12.76,0
5.7256,1.7449,1,203.12,12.817,0
3.0945,1.1296,1,165.42,19.166,0
4.1287,1.418,1,166.14,20.798,0
3.3435,1.207,1,165.23,20.686,0
4.4262,1.4875,1,165.52,20.823,0
9.6682,2.2688,1,165.48,20.852,0
15.73,2.7556,1,166.05,19.351,0
2.6372,0.96971,1,168.44,21.064,0
19.952,2.9933,1,167.38,21.113,0
22.984,3.1348,1,167.61,21.038,0
51.468,3.941,1,167.58,21.136,0
51.912,3.9496,1,167.29,20.931,0
6.0333,1.7973,1,168.26,22.143,0
15.197,2.7211,1,170.16,21.194,0
9.9252,2.2951,1,170.25,21.337,0
8.009,2.0806,1,170.37,21.223,0
9.6275,2.2646,1,169.79,22.39,0
3.2324,1.1732,1,170.19,22.258,0
3.0299,1.1085,1,170.95,22.475,0
19.662,2.9787,1,172.48,21.451,0
13.952,2.6356,1,172.78,22.593,0
30.549,3.4193,1,173.09,22.626,0
4.2275,1.4416,1,175.2,22.755,0
17.591,2.8674,1,176.53,21.66,0
12.353,2.5139,1,176.6,21.753,0
8.8212,2.1772,1,176.31,21.644,0
19.771,2.9842,1,174.28,21.545,0
6.7887,1.9153,1,181.99,21.919,0
10.368,2.3387,1,180.02,21.814,0
6.4652,1.8664,1,179.76,21.808,0
92.012,4.5219,1,183.79,21.924,0
25.673,3.2454,1,183.51,21.996,0
2.7557,1.0137,1,192.38,13.398,0
4.3457,1.4692,1,203.33,37.367,0
7.6407,2.0335,1,202.64,37.538,0
230.64,5.4409,1,165.97,19.407,0
13.252,2.5842,1,173.78,21.632,0
152.96,5.0302,1,173.85,21.502,0
33.612,3.5149,1,173.09,22.63,0
3.6837,1.3039,1,183.12,21.911,0
41.224,3.719,1,183.73,21.901,0
40.192,3.6937,1,183.65,21.989,0
1.7653,0.56835,1,175.78,16.319,0
1.7287,0.54734,1,178.56,20.028,0
5.6876,1.7383,1,204.98,28.401,0
4.761,1.5605,1,187.04,20.18,0
4.1652,1.4268,1,189,20.046,0
7.8756,2.0638,1,189.24,20.109,0
7.918,2.0691,1,189.41,19.967,0
643.04,6.4662,1,198.85,12.895,0
12.512,2.5267,1,169.14,28.77,0
34.769,3.5487,1,189.16,24.429,0
129.49,4.8636,1,201.62,36.012,0
573.5,6.3518,1,201.53,35.938,0
4.9138,1.592,1,166.24,37.37,0
4.593,1.5245,1,167.73,37.536,0
2.2749,0.82194,1,190.47,22.349,0
5.527,1.7096,1,179.84,33.335,0
9.7418,2.2764,1,180.17,33.299,0
15.301,2.7279,1,180.52,33.377,0
1.0782,0.075284,1,170.57,32.659,0
5.5443,1.7128,1,203.99,37.377,0
5.2315,1.6547,1,202.76,37.563,0
12.352,2.5138,1,166.14,31.971,0
3.3797,1.2178,1,172.28,26.061,0
10.464,2.3479,1,171.95,25.841,0
34.839,3.5507,1,174.66,26.242,0
14.715,2.6889,1,174.52,26.184,0
169.13,5.1306,1,174.62,26.236,0
85.484,4.4483,1,175.27,26.272,0
16.292,2.7907,1,174.15,26.077,0
45.538,3.8185,1,175.97,26.203,0
2848.8,7.9546,1,175.76,26.274,0
24.796,3.2107,1,175.97,26.183,0
73754,11.208,1,175.76,26.258,0
42.624,3.7524,1,175.69,26.343,0
18.725,2.9298,1,175.27,26.269,0
7.144,1.9663,1,201.39,26.002,0
43.141,3.7645,1,168.18,23.308,0
32.384,3.4777,1,168.61,23.38,0
112.13,4.7196,1,168.21,23.257,0
1018.5,6.9261,1,168.15,23.3,0
42.455,3.7484,1,167.79,23.336,0
83.066,4.4196,1,167.7,23.253,0
31.601,3.4532,1,167.83,23.2,0
22.57,3.1166,1,166.69,23.079,0
6.0623,1.8021,1,171.51,23.643,0
13.176,2.5784,1,171.91,23.758,0
47.408,3.8588,1,171.19,23.615,0
65.303,4.179,1,171.1,23.649,0
49.578,3.9036,1,171.06,23.614,0
28.282,3.3422,1,170.97,23.564,0
18.178,2.9002,1,172.06,20.679,0
67.646,4.2143,1,172.23,20.625,0
5.2003,1.6487,1,173.02,23.704,0
22.782,3.126,1,175.91,20.832,0
9.9595,2.2985,1,176.93,20.975,0
22.516,3.1142,1,178.59,21.073,0
16.478,2.802,1,178.81,21.02,0
2.5024,0.91726,1,182.39,17.014,0
1.1672,0.1546,1,196.44,16.655,0
2.8514,1.0478,1,200.81,16.397,0
3.6013,1.2813,1,200.49,16.466,0
116.27,4.7559,1,199.9,16.081,0
3.1896,1.1599,1,200.03,15.898,0
1.5271,0.42336,1,202.88,16.161,0
915.47,6.8194,1,180.41,21.057,0
73.185,4.293,1,180.43,21.024,0
56.316,4.031,1,180.45,21.086,0
11.814,2.4693,1,180.17,21.108,0
17.898,2.8847,1,184.89,20.823,0
514.89,6.244,1,181.79,16.921,0
13.901,2.6319,1,200.45,21.76,0
25.982,3.2574,1,175.32,20.831,0
2.9326,1.0759,1,198.37,21.844,0
2.8851,1.0596,1,165.8,14.757,0
3.293,1.1918,1,178.96,16.886,0
110.88,4.7085,1,175.76,26.277,0
1192,7.0834,1,168.14,23.281,0
827.37,6.7183,1,194.71,27.996,0
570.95,6.3473,1,194.78,27.997,0
988.33,6.896,1,194.79,27.867,0
508.71,6.2319,1,194.73,27.833,0
